REVENUE,CROSS_SELL_SUCCESS,TOTAL_MEALS_ORDERED,UNIQUE_MEALS_PURCH,CONTACTS_W_CUSTOMER_SERVICE,PRODUCT_CATEGORIES_VIEWED,AVG_TIME_PER_SITE_VISIT,MOBILE_NUMBER,CANCELLATIONS_BEFORE_NOON,CANCELLATIONS_AFTER_NOON,TASTES_AND_PREFERENCES,PC_LOGINS,MOBILE_LOGINS,WEEKLY_PLAN,EARLY_DELIVERIES,LATE_DELIVERIES,PACKAGE_LOCKER,REFRIGERATED_LOCKER,AVG_PREP_VID_TIME,LARGEST_ORDER_SIZE,MASTER_CLASSES_ATTENDED,MEDIAN_MEAL_RATING,AVG_CLICKS_PER_VISIT,TOTAL_PHOTOS_VIEWED
999.00,0,13.00,9.00,12.00,4.00,60.70,1.00,0.00,0.00,1.00,6.00,2.00,2.00,0.00,1.00,0.00,0.00,79.20,2.00,0.00,2.00,14.00,0.00
3710.00,0,46.00,1.00,7.00,9.00,37.00,1.00,5.00,0.00,1.00,6.00,1.00,46.00,0.00,1.00,1.00,1.00,132.10,2.00,1.00,3.00,13.00,0.00
640.00,0,13.00,7.00,11.00,10.00,41.00,1.00,2.00,0.00,0.00,5.00,2.00,0.00,4.00,6.00,1.00,0.00,67.00,2.00,0.00,1.00,18.00,0.00
1160.00,0,29.00,4.00,5.00,7.00,111.56,1.00,1.00,0.00,0.00,5.00,1.00,35.00,0.00,2.00,0.00,0.00,88.20,2.00,0.00,2.00,16.00,52.00
2120.00,0,51.00,5.00,9.00,3.00,62.20,1.00,0.00,0.00,1.00,5.00,2.00,6.00,0.00,7.00,0.00,0.00,150.20,2.00,0.00,3.00,12.00,0.00
913.00,0,14.00,6.00,12.00,3.00,62.84,0.00,1.00,0.00,0.00,5.00,2.00,0.00,4.00,5.00,0.00,0.00,88.60,2.00,0.00,2.00,15.00,0.00
1655.00,0,39.00,7.00,4.00,5.00,95.01,1.00,0.00,0.00,1.00,5.00,1.00,0.00,1.00,0.00,1.00,0.00,111.00,2.00,1.00,3.00,13.00,104.00
1600.00,0,116.00,4.00,7.00,7.00,21.60,1.00,1.00,1.00,0.00,5.00,2.00,8.00,0.00,3.00,0.00,0.00,125.20,2.00,0.00,3.00,15.00,212.00
887.00,0,13.00,5.00,12.00,4.00,41.80,1.00,0.00,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,70.40,2.00,0.00,2.00,16.00,0.00
1390.00,0,55.00,9.00,6.00,7.00,68.50,1.00,1.00,0.00,1.00,5.00,1.00,48.00,0.00,9.00,0.00,0.00,95.20,2.00,0.00,3.00,12.00,0.00
1770.00,0,111.00,4.00,6.00,9.00,20.17,1.00,0.00,0.00,1.00,6.00,2.00,22.00,0.00,0.00,0.00,0.00,157.30,2.00,0.00,3.00,11.00,216.00
590.00,0,15.00,8.00,12.00,3.00,60.00,1.00,0.00,0.00,1.00,5.00,1.00,14.00,6.00,3.00,0.00,0.00,59.90,2.00,0.00,1.00,17.00,0.00
2572.50,1,38.00,1.00,5.00,3.00,58.00,1.00,5.00,0.00,1.00,6.00,2.00,14.00,0.00,0.00,0.00,0.00,99.60,3.00,0.00,3.00,12.00,0.00
1647.00,1,76.00,3.00,8.00,10.00,45.51,0.00,3.00,0.00,1.00,6.00,1.00,11.00,5.00,4.00,0.00,0.00,125.00,3.00,0.00,3.00,13.00,0.00
1923.00,1,65.00,3.00,6.00,9.00,106.00,1.00,1.00,1.00,0.00,6.00,2.00,12.00,0.00,4.00,1.00,0.00,135.30,3.00,1.00,3.00,13.00,253.00
1250.00,1,57.00,4.00,6.00,2.00,84.21,1.00,0.00,0.00,1.00,5.00,1.00,10.00,2.00,5.00,0.00,0.00,91.20,3.00,1.00,2.00,17.00,0.00
1190.00,1,37.00,4.00,5.00,3.00,31.00,1.00,0.00,0.00,1.00,5.00,1.00,13.00,2.00,1.00,0.00,0.00,128.80,3.00,1.00,2.00,17.00,0.00
1975.00,1,64.00,9.00,6.00,2.00,101.60,1.00,2.00,2.00,0.00,6.00,1.00,47.00,0.00,2.00,0.00,0.00,138.10,3.00,1.00,3.00,12.00,0.00
1650.00,1,67.00,8.00,8.00,6.00,34.80,1.00,3.00,0.00,0.00,5.00,1.00,2.00,7.00,0.00,0.00,0.00,120.00,3.00,0.00,3.00,11.00,0.00
2812.50,1,90.00,5.00,9.00,2.00,51.89,1.00,2.00,0.00,1.00,4.00,2.00,1.00,0.00,1.00,1.00,1.00,161.60,3.00,1.00,3.00,12.00,0.00
910.00,1,14.00,4.00,12.00,5.00,16.96,1.00,2.00,0.00,1.00,6.00,1.00,2.00,0.00,1.00,0.00,0.00,98.80,3.00,0.00,2.00,15.00,0.00
1050.00,1,15.00,4.00,11.00,2.00,116.22,1.00,1.00,0.00,1.00,4.00,1.00,0.00,0.00,3.00,1.00,0.00,89.60,3.00,0.00,2.00,14.00,0.00
995.00,1,13.00,8.00,11.00,1.00,78.92,1.00,1.00,0.00,1.00,5.00,1.00,3.00,0.00,4.00,0.00,0.00,91.80,3.00,1.00,2.00,17.00,0.00
3975.00,1,114.00,4.00,8.00,2.00,140.94,1.00,1.00,0.00,1.00,5.00,2.00,35.00,1.00,5.00,1.00,0.00,169.40,3.00,1.00,3.00,11.00,450.00
1890.00,1,120.00,6.00,10.00,4.00,48.71,0.00,0.00,1.00,1.00,5.00,1.00,10.00,4.00,5.00,0.00,0.00,122.80,3.00,1.00,3.00,14.00,0.00
1450.00,1,56.00,2.00,5.00,3.00,89.00,1.00,2.00,1.00,1.00,6.00,1.00,24.00,0.00,2.00,0.00,0.00,131.40,3.00,0.00,2.00,16.00,0.00
1120.00,1,28.00,7.00,5.00,9.00,43.75,1.00,2.00,2.00,0.00,5.00,2.00,11.00,0.00,3.00,1.00,0.00,80.80,3.00,0.00,2.00,15.00,0.00
1170.00,1,34.00,3.00,7.00,3.00,68.00,1.00,1.00,0.00,1.00,6.00,2.00,48.00,0.00,3.00,1.00,1.00,134.80,3.00,1.00,2.00,17.00,0.00
2126.25,1,51.00,1.00,5.00,3.00,51.00,1.00,1.00,0.00,1.00,6.00,2.00,3.00,0.00,9.00,0.00,0.00,139.20,3.00,1.00,3.00,15.00,180.00
1600.00,1,50.00,9.00,5.00,3.00,96.00,1.00,0.00,0.00,0.00,5.00,1.00,47.00,7.00,4.00,0.00,0.00,111.60,3.00,0.00,3.00,12.00,261.00
1385.00,1,138.00,6.00,4.00,2.00,77.50,1.00,2.00,0.00,1.00,6.00,2.00,0.00,2.00,0.00,0.00,0.00,89.40,3.00,1.00,2.00,17.00,0.00
1129.00,1,46.00,5.00,7.00,6.00,80.84,0.00,0.00,0.00,1.00,5.00,1.00,11.00,8.00,4.00,0.00,0.00,103.60,3.00,0.00,2.00,18.00,88.00
1150.00,1,40.00,8.00,5.00,1.00,107.00,1.00,1.00,1.00,1.00,5.00,2.00,3.00,0.00,1.00,0.00,0.00,86.40,3.00,1.00,1.00,17.00,0.00
2012.50,1,35.00,1.00,4.00,3.00,36.00,1.00,1.00,0.00,0.00,6.00,1.00,0.00,2.00,1.00,1.00,0.00,122.40,3.00,0.00,2.00,17.00,0.00
1560.00,1,142.00,7.00,8.00,2.00,76.30,1.00,0.00,0.00,1.00,5.00,2.00,11.00,0.00,0.00,0.00,0.00,102.60,3.00,0.00,3.00,12.00,0.00
1270.00,1,52.00,8.00,7.00,10.00,71.80,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,86.40,3.00,0.00,2.00,17.00,0.00
1940.00,1,41.00,4.00,7.00,10.00,37.06,1.00,1.00,0.00,1.00,6.00,2.00,0.00,0.00,2.00,1.00,1.00,135.20,3.00,1.00,3.00,11.00,0.00
1520.00,1,103.00,4.00,5.00,7.00,80.00,1.00,1.00,1.00,0.00,6.00,2.00,39.00,3.00,4.00,0.00,0.00,112.60,3.00,0.00,3.00,14.00,0.00
1335.00,1,51.00,4.00,5.00,5.00,155.23,1.00,1.00,0.00,0.00,5.00,2.00,10.00,2.00,2.00,0.00,0.00,86.40,3.00,1.00,2.00,16.00,0.00
1080.00,1,12.00,4.00,11.00,4.00,83.77,1.00,1.00,0.00,1.00,5.00,2.00,0.00,0.00,15.00,1.00,1.00,112.60,3.00,0.00,3.00,11.00,0.00
1885.00,1,50.00,6.00,8.00,4.00,59.50,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,3.00,1.00,1.00,133.70,3.00,1.00,3.00,12.00,0.00
520.00,1,16.00,4.00,12.00,6.00,42.30,1.00,2.00,1.00,0.00,5.00,2.00,6.00,3.00,3.00,0.00,0.00,72.90,3.00,0.00,1.00,17.00,0.00
1300.00,1,41.00,6.00,4.00,2.00,78.30,1.00,0.00,0.00,1.00,6.00,1.00,48.00,0.00,1.00,0.00,0.00,86.40,3.00,0.00,2.00,18.00,0.00
1220.00,1,45.00,4.00,4.00,2.00,101.19,1.00,2.00,0.00,0.00,5.00,2.00,14.00,2.00,4.00,1.00,0.00,90.00,3.00,0.00,2.00,18.00,31.00
550.00,1,16.00,2.00,11.00,7.00,111.40,1.00,0.00,1.00,0.00,5.00,2.00,45.00,0.00,0.00,1.00,0.00,108.60,3.00,0.00,3.00,11.00,0.00
550.00,1,16.00,4.00,12.00,10.00,44.36,1.00,0.00,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,79.60,3.00,0.00,1.00,16.00,0.00
1837.50,1,12.00,1.00,12.00,3.00,53.20,1.00,1.00,0.00,1.00,6.00,1.00,22.00,0.00,5.00,0.00,0.00,87.50,3.00,0.00,2.00,17.00,0.00
780.00,1,15.00,9.00,12.00,8.00,65.56,1.00,0.00,0.00,1.00,5.00,1.00,21.00,0.00,5.00,1.00,0.00,89.90,3.00,0.00,2.00,17.00,0.00
2098.25,1,28.00,1.00,4.00,7.00,58.00,1.00,0.00,0.00,1.00,4.00,2.00,9.00,0.00,1.00,0.00,0.00,86.40,3.00,0.00,2.00,16.00,0.00
3598.50,1,72.00,4.00,9.00,7.00,43.85,1.00,1.00,0.00,1.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,141.90,3.00,1.00,3.00,13.00,0.00
1550.00,1,75.00,6.00,5.00,10.00,100.50,1.00,0.00,0.00,1.00,5.00,2.00,2.00,9.00,3.00,0.00,0.00,99.00,3.00,0.00,3.00,14.00,0.00
1150.00,1,24.00,2.00,6.00,5.00,17.33,1.00,4.00,0.00,1.00,5.00,1.00,3.00,0.00,5.00,0.00,0.00,103.20,3.00,1.00,3.00,13.00,0.00
1095.00,1,13.00,3.00,11.00,2.00,67.20,1.00,3.00,0.00,1.00,5.00,1.00,0.00,0.00,3.00,0.00,0.00,106.80,3.00,1.00,2.00,17.00,0.00
1485.75,1,15.00,1.00,11.00,2.00,86.77,1.00,1.00,0.00,1.00,5.00,2.00,14.00,0.00,1.00,1.00,1.00,64.00,3.00,0.00,2.00,17.00,0.00
1312.00,1,47.00,3.00,6.00,5.00,75.06,1.00,1.00,0.00,0.00,6.00,1.00,11.00,2.00,1.00,1.00,0.00,109.10,3.00,0.00,2.00,15.00,0.00
760.00,1,13.00,5.00,12.00,2.00,93.00,1.00,7.00,0.00,1.00,6.00,1.00,28.00,3.00,4.00,1.00,0.00,78.40,3.00,0.00,3.00,13.00,0.00
1280.00,1,56.00,9.00,5.00,6.00,91.00,1.00,3.00,0.00,1.00,5.00,1.00,3.00,0.00,7.00,0.00,0.00,98.40,3.00,1.00,2.00,16.00,0.00
2030.00,1,61.00,1.00,4.00,9.00,33.00,1.00,1.00,0.00,0.00,6.00,1.00,12.00,0.00,1.00,0.00,0.00,92.20,3.00,0.00,2.00,15.00,0.00
1034.00,1,13.00,4.00,11.00,6.00,24.80,1.00,3.00,1.00,0.00,5.00,2.00,6.00,0.00,6.00,0.00,0.00,98.70,3.00,0.00,2.00,14.00,359.00
1470.00,1,42.00,6.00,8.00,10.00,75.00,1.00,0.00,1.00,1.00,6.00,1.00,7.00,0.00,3.00,1.00,0.00,114.30,3.00,0.00,1.00,18.00,0.00
665.00,1,13.00,6.00,11.00,3.00,52.20,0.00,1.00,0.00,1.00,5.00,2.00,4.00,1.00,15.00,1.00,1.00,113.10,3.00,0.00,2.00,14.00,0.00
1490.00,1,38.00,5.00,5.00,5.00,76.69,0.00,1.00,0.00,1.00,6.00,2.00,11.00,0.00,6.00,0.00,0.00,88.30,3.00,1.00,3.00,13.00,0.00
2012.50,1,37.00,1.00,5.00,3.00,32.00,0.00,0.00,0.00,1.00,6.00,1.00,4.00,2.00,1.00,0.00,0.00,100.50,3.00,1.00,3.00,13.00,0.00
1190.00,1,86.00,4.00,4.00,8.00,59.00,1.00,4.00,0.00,1.00,6.00,2.00,13.00,8.00,10.00,0.00,0.00,94.90,3.00,1.00,3.00,13.00,0.00
1602.00,1,53.00,8.00,7.00,2.00,187.61,1.00,4.00,0.00,1.00,5.00,2.00,5.00,0.00,5.00,1.00,0.00,114.50,3.00,1.00,3.00,13.00,11.00
1725.00,1,124.00,3.00,7.00,2.00,170.00,1.00,3.00,0.00,1.00,7.00,1.00,45.00,4.00,0.00,0.00,0.00,132.00,3.00,1.00,3.00,15.00,509.00
675.00,1,16.00,2.00,12.00,1.00,89.00,1.00,5.00,0.00,0.00,5.00,1.00,1.00,4.00,8.00,0.00,0.00,101.20,3.00,0.00,2.00,15.00,0.00
1360.00,1,74.00,3.00,7.00,6.00,86.64,1.00,3.00,0.00,1.00,5.00,1.00,8.00,0.00,6.00,0.00,0.00,108.00,3.00,0.00,2.00,18.00,135.00
950.00,1,14.00,5.00,11.00,1.00,67.01,1.00,0.00,0.00,1.00,5.00,1.00,13.00,0.00,4.00,0.00,0.00,91.90,3.00,0.00,2.00,15.00,0.00
1169.00,1,35.00,4.00,8.00,7.00,67.00,0.00,8.00,0.00,1.00,5.00,1.00,2.00,0.00,3.00,1.00,0.00,111.10,3.00,1.00,2.00,17.00,0.00
1120.00,1,35.00,2.00,4.00,5.00,89.80,1.00,3.00,0.00,1.00,5.00,1.00,4.00,4.00,6.00,1.00,0.00,83.30,3.00,0.00,1.00,17.00,0.00
2610.00,1,90.00,8.00,6.00,5.00,211.95,1.00,1.00,0.00,1.00,5.00,2.00,44.00,0.00,2.00,0.00,0.00,168.00,3.00,1.00,3.00,11.00,260.00
950.00,1,15.00,9.00,11.00,7.00,90.84,1.00,0.00,0.00,1.00,6.00,2.00,11.00,0.00,1.00,1.00,1.00,111.10,3.00,0.00,2.00,15.00,0.00
825.00,1,13.00,8.00,12.00,3.00,58.30,0.00,3.00,0.00,1.00,6.00,2.00,0.00,0.00,1.00,0.00,0.00,70.80,3.00,0.00,1.00,16.00,0.00
1065.00,1,12.00,2.00,11.00,9.00,89.39,1.00,1.00,0.00,0.00,7.00,2.00,6.00,0.00,0.00,0.00,0.00,88.20,3.00,0.00,2.00,15.00,0.00
1350.00,1,38.00,9.00,4.00,7.00,84.00,1.00,1.00,1.00,1.00,6.00,2.00,0.00,3.00,5.00,1.00,1.00,86.40,3.00,1.00,2.00,16.00,0.00
1421.00,1,78.00,7.00,3.00,1.00,96.17,1.00,2.00,0.00,1.00,5.00,1.00,0.00,3.00,6.00,1.00,1.00,107.80,3.00,0.00,2.00,14.00,0.00
1550.00,1,59.00,7.00,5.00,9.00,41.13,1.00,1.00,0.00,1.00,5.00,2.00,5.00,4.00,3.00,0.00,0.00,133.70,3.00,1.00,3.00,13.00,0.00
1480.00,1,38.00,3.00,8.00,7.00,132.29,1.00,0.00,2.00,1.00,5.00,2.00,13.00,3.00,2.00,0.00,0.00,108.10,3.00,0.00,2.00,18.00,276.00
1420.00,1,45.00,4.00,6.00,6.00,74.68,1.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,4.00,0.00,0.00,91.20,3.00,0.00,2.00,15.00,0.00
1810.00,1,107.00,4.00,6.00,6.00,34.60,0.00,4.00,0.00,0.00,6.00,2.00,0.00,0.00,4.00,0.00,0.00,133.70,3.00,0.00,3.00,14.00,0.00
1300.00,1,41.00,2.00,7.00,8.00,99.64,1.00,2.00,0.00,1.00,5.00,1.00,1.00,0.00,4.00,0.00,0.00,89.40,3.00,0.00,3.00,13.00,0.00
2595.00,1,110.00,4.00,8.00,5.00,153.50,1.00,2.00,1.00,1.00,6.00,2.00,8.00,0.00,0.00,0.00,0.00,151.30,3.00,1.00,3.00,12.00,260.00
3367.50,1,57.00,7.00,9.00,7.00,109.44,1.00,1.00,0.00,1.00,5.00,1.00,0.00,0.00,1.00,0.00,0.00,212.70,3.00,2.00,3.00,11.00,448.00
1740.00,1,49.00,2.00,8.00,10.00,103.60,1.00,2.00,0.00,1.00,6.00,1.00,0.00,0.00,3.00,1.00,0.00,128.40,3.00,0.00,3.00,13.00,0.00
1792.00,1,68.00,3.00,5.00,10.00,78.12,1.00,2.00,0.00,1.00,6.00,1.00,24.00,0.00,3.00,0.00,0.00,157.50,3.00,0.00,3.00,14.00,0.00
1330.00,1,76.00,4.00,6.00,1.00,231.30,1.00,0.00,1.00,0.00,5.00,2.00,0.00,0.00,0.00,1.00,0.00,104.00,3.00,0.00,2.00,17.00,0.00
1460.00,1,31.00,4.00,8.00,7.00,25.80,1.00,0.00,0.00,0.00,6.00,2.00,6.00,0.00,5.00,1.00,1.00,139.20,3.00,0.00,3.00,14.00,0.00
1349.00,1,34.00,7.00,5.00,4.00,67.50,1.00,5.00,0.00,1.00,5.00,1.00,11.00,0.00,3.00,1.00,1.00,91.40,3.00,0.00,3.00,13.00,40.00
1252.00,1,64.00,7.00,7.00,2.00,59.05,1.00,2.00,0.00,1.00,6.00,1.00,0.00,3.00,2.00,1.00,0.00,109.60,3.00,1.00,2.00,15.00,0.00
1095.00,1,31.00,9.00,6.00,8.00,61.30,0.00,6.00,0.00,1.00,6.00,2.00,8.00,0.00,4.00,0.00,0.00,78.40,3.00,0.00,1.00,17.00,0.00
3112.50,1,58.00,8.00,5.00,4.00,144.95,1.00,2.00,0.00,1.00,5.00,2.00,7.00,0.00,2.00,0.00,0.00,156.70,3.00,2.00,3.00,13.00,210.00
1030.00,1,14.00,2.00,11.00,3.00,59.40,1.00,1.00,0.00,0.00,5.00,2.00,11.00,0.00,4.00,0.00,0.00,120.80,3.00,0.00,3.00,11.00,0.00
1805.00,1,84.00,4.00,7.00,2.00,96.00,1.00,4.00,0.00,1.00,4.00,2.00,1.00,1.00,4.00,0.00,0.00,249.90,3.00,1.00,3.00,13.00,200.00
3450.00,1,83.00,9.00,7.00,2.00,63.64,1.00,1.00,0.00,1.00,6.00,1.00,1.00,0.00,2.00,1.00,1.00,165.90,3.00,1.00,3.00,14.00,0.00
1245.00,1,38.00,5.00,4.00,2.00,82.20,1.00,0.00,0.00,1.00,6.00,1.00,13.00,2.00,4.00,0.00,0.00,86.40,3.00,0.00,3.00,15.00,0.00
1195.00,1,36.00,4.00,5.00,10.00,76.51,1.00,0.00,1.00,0.00,5.00,1.00,28.00,7.00,8.00,0.00,0.00,92.30,3.00,0.00,2.00,17.00,0.00
1100.00,1,45.00,2.00,4.00,3.00,87.50,1.00,0.00,0.00,0.00,5.00,2.00,3.00,4.00,3.00,1.00,0.00,98.00,3.00,0.00,3.00,13.00,0.00
1100.00,1,66.00,3.00,6.00,2.00,94.40,1.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,5.00,1.00,1.00,110.70,3.00,0.00,2.00,18.00,0.00
1095.00,1,13.00,6.00,11.00,3.00,81.22,1.00,2.00,0.00,1.00,5.00,2.00,0.00,0.00,3.00,0.00,0.00,79.20,3.00,0.00,2.00,17.00,0.00
765.00,1,12.00,3.00,11.00,3.00,70.38,1.00,1.00,0.00,1.00,6.00,1.00,4.00,0.00,2.00,0.00,0.00,86.40,3.00,0.00,3.00,14.00,0.00
1285.00,1,110.00,5.00,8.00,2.00,187.61,1.00,1.00,0.00,0.00,5.00,1.00,14.00,0.00,5.00,1.00,1.00,83.60,3.00,0.00,2.00,15.00,0.00
1780.00,1,44.00,9.00,6.00,6.00,37.35,1.00,1.00,0.00,1.00,5.00,1.00,20.00,0.00,2.00,0.00,0.00,124.50,3.00,0.00,3.00,14.00,0.00
1770.00,1,46.00,2.00,6.00,10.00,106.43,1.00,0.00,0.00,0.00,5.00,2.00,0.00,2.00,7.00,1.00,1.00,133.70,3.00,1.00,3.00,14.00,0.00
1145.00,1,33.00,9.00,4.00,10.00,107.50,1.00,2.00,1.00,1.00,5.00,2.00,13.00,0.00,1.00,0.00,0.00,91.20,3.00,0.00,2.00,16.00,1.00
1230.00,1,90.00,4.00,4.00,8.00,76.94,1.00,0.00,0.00,1.00,5.00,1.00,5.00,0.00,0.00,1.00,1.00,87.20,3.00,0.00,5.00,8.00,0.00
2633.75,1,42.00,1.00,4.00,4.00,34.00,1.00,0.00,0.00,0.00,6.00,1.00,5.00,0.00,10.00,0.00,0.00,104.00,3.00,0.00,3.00,13.00,0.00
995.00,1,16.00,4.00,11.00,8.00,79.92,1.00,3.00,0.00,1.00,5.00,2.00,1.00,0.00,0.00,1.00,0.00,91.20,3.00,0.00,2.00,15.00,0.00
1564.00,1,37.00,2.00,6.00,4.00,97.50,1.00,2.00,0.00,1.00,5.00,1.00,0.00,0.00,4.00,0.00,0.00,92.60,3.00,1.00,2.00,15.00,0.00
876.75,1,13.00,1.00,11.00,2.00,86.12,1.00,2.00,0.00,1.00,6.00,1.00,13.00,0.00,2.00,0.00,0.00,95.20,3.00,0.00,2.00,15.00,0.00
1040.00,1,14.00,7.00,12.00,2.00,52.53,1.00,1.00,0.00,1.00,6.00,1.00,0.00,0.00,1.00,0.00,0.00,129.60,3.00,1.00,2.00,17.00,203.00
1207.00,1,51.00,4.00,6.00,10.00,59.85,1.00,4.00,0.00,1.00,5.00,2.00,0.00,0.00,2.00,0.00,0.00,89.40,3.00,0.00,2.00,15.00,0.00
1550.00,1,104.00,4.00,5.00,7.00,107.52,1.00,5.00,0.00,1.00,5.00,2.00,0.00,0.00,3.00,0.00,0.00,109.40,3.00,2.00,3.00,14.00,216.00
1876.00,1,68.00,3.00,8.00,6.00,43.10,1.00,1.00,2.00,0.00,6.00,2.00,0.00,0.00,5.00,0.00,0.00,124.60,3.00,1.00,3.00,11.00,20.00
3685.50,1,101.00,4.00,8.00,8.00,44.43,1.00,7.00,0.00,1.00,5.00,1.00,9.00,0.00,11.00,1.00,0.00,164.80,3.00,1.00,3.00,14.00,186.00
1730.00,1,48.00,8.00,7.00,5.00,102.60,1.00,4.00,0.00,1.00,6.00,1.00,0.00,0.00,6.00,0.00,0.00,128.70,3.00,2.00,3.00,13.00,0.00
900.00,1,15.00,6.00,12.00,3.00,213.31,1.00,2.00,0.00,1.00,6.00,1.00,14.00,1.00,3.00,1.00,0.00,96.00,3.00,0.00,1.00,16.00,0.00
1095.00,1,12.00,4.00,12.00,3.00,226.16,1.00,2.00,0.00,1.00,6.00,2.00,0.00,2.00,0.00,1.00,0.00,93.60,3.00,1.00,1.00,17.00,0.00
1780.00,1,98.00,4.00,7.00,2.00,107.80,1.00,1.00,0.00,0.00,7.00,2.00,10.00,0.00,1.00,1.00,0.00,112.80,3.00,1.00,2.00,14.00,216.00
1470.00,1,122.00,4.00,5.00,6.00,96.72,0.00,0.00,0.00,1.00,7.00,1.00,0.00,0.00,1.00,0.00,0.00,91.20,3.00,0.00,3.00,13.00,300.00
1075.00,1,13.00,7.00,12.00,1.00,208.17,1.00,4.00,0.00,1.00,6.00,2.00,9.00,2.00,0.00,1.00,0.00,82.70,3.00,1.00,2.00,16.00,0.00
1305.00,1,110.00,4.00,5.00,8.00,71.00,1.00,0.00,0.00,0.00,5.00,2.00,38.00,0.00,1.00,0.00,0.00,81.60,3.00,1.00,2.00,17.00,0.00
1719.00,1,125.00,6.00,7.00,6.00,39.17,1.00,0.00,0.00,1.00,5.00,2.00,1.00,0.00,2.00,0.00,0.00,125.00,3.00,0.00,3.00,12.00,0.00
1430.00,1,35.00,2.00,7.00,4.00,105.57,1.00,4.00,1.00,1.00,5.00,1.00,0.00,3.00,4.00,0.00,0.00,99.00,3.00,0.00,2.00,15.00,0.00
1100.00,1,55.00,5.00,6.00,3.00,65.15,1.00,1.00,0.00,1.00,5.00,1.00,2.00,0.00,1.00,0.00,0.00,120.30,3.00,1.00,2.00,15.00,161.00
1280.00,1,46.00,5.00,4.00,1.00,94.25,1.00,3.00,0.00,1.00,5.00,2.00,9.00,0.00,6.00,0.00,0.00,117.20,3.00,0.00,2.00,15.00,0.00
1165.00,1,37.00,5.00,4.00,8.00,26.79,1.00,1.00,0.00,1.00,6.00,1.00,9.00,4.00,9.00,1.00,0.00,103.20,3.00,1.00,3.00,14.00,0.00
1760.00,1,55.00,2.00,6.00,4.00,123.85,1.00,0.00,0.00,1.00,6.00,1.00,7.00,0.00,3.00,1.00,0.00,132.90,3.00,2.00,3.00,14.00,128.00
1256.00,1,33.00,4.00,5.00,8.00,49.90,1.00,0.00,0.00,1.00,6.00,2.00,14.00,0.00,4.00,1.00,0.00,107.90,3.00,1.00,2.00,18.00,0.00
3855.00,1,148.00,7.00,9.00,2.00,174.85,0.00,4.00,0.00,1.00,5.00,2.00,0.00,3.00,2.00,0.00,0.00,150.80,3.00,2.00,3.00,14.00,96.00
2089.00,1,51.00,5.00,8.00,9.00,42.30,1.00,2.00,0.00,1.00,4.00,1.00,14.00,1.00,10.00,1.00,1.00,135.20,3.00,1.00,3.00,14.00,0.00
1320.00,1,29.00,6.00,8.00,2.00,76.64,1.00,1.00,0.00,0.00,6.00,1.00,12.00,0.00,0.00,0.00,0.00,122.40,3.00,0.00,2.00,15.00,0.00
1570.00,1,57.00,7.00,5.00,6.00,104.00,1.00,0.00,0.00,1.00,5.00,2.00,16.00,0.00,5.00,0.00,0.00,117.80,3.00,1.00,3.00,15.00,0.00
1348.00,1,49.00,6.00,4.00,1.00,70.00,1.00,2.00,0.00,1.00,6.00,2.00,52.00,0.00,2.00,0.00,0.00,90.00,3.00,0.00,3.00,12.00,0.00
2222.50,1,48.00,1.00,6.00,1.00,37.00,1.00,1.00,1.00,1.00,6.00,1.00,0.00,0.00,4.00,1.00,0.00,87.60,3.00,0.00,3.00,12.00,0.00
585.00,1,14.00,8.00,12.00,2.00,89.12,1.00,2.00,0.00,1.00,5.00,1.00,1.00,5.00,4.00,1.00,1.00,86.40,3.00,0.00,2.00,18.00,0.00
1330.00,1,103.00,5.00,3.00,5.00,82.45,0.00,3.00,0.00,0.00,6.00,2.00,0.00,0.00,6.00,1.00,0.00,76.80,3.00,0.00,3.00,14.00,0.00
950.00,1,15.00,3.00,12.00,7.00,55.14,1.00,2.00,0.00,1.00,5.00,1.00,42.00,2.00,4.00,1.00,1.00,108.00,3.00,0.00,1.00,18.00,0.00
1437.00,1,50.00,9.00,5.00,2.00,205.60,1.00,1.00,0.00,1.00,6.00,2.00,13.00,0.00,7.00,1.00,1.00,95.80,3.00,0.00,3.00,14.00,0.00
2397.50,1,46.00,1.00,8.00,4.00,30.00,1.00,1.00,0.00,1.00,6.00,1.00,6.00,0.00,6.00,0.00,0.00,122.90,3.00,1.00,3.00,13.00,0.00
1059.00,1,16.00,7.00,12.00,2.00,91.20,1.00,0.00,0.00,1.00,6.00,2.00,0.00,0.00,2.00,0.00,0.00,72.00,3.00,0.00,3.00,15.00,0.00
1522.50,1,15.00,1.00,12.00,6.00,44.82,1.00,2.00,0.00,1.00,5.00,1.00,11.00,1.00,7.00,0.00,0.00,90.60,3.00,0.00,2.00,17.00,0.00
1885.00,1,62.00,3.00,7.00,8.00,159.19,1.00,1.00,0.00,0.00,6.00,2.00,10.00,0.00,1.00,0.00,0.00,111.90,3.00,0.00,3.00,14.00,0.00
